,retailer_id,outlet_name,outlet_type_id,type_name,outlet_photo,lat,longi,street_address,pin_code,district,taluka,owner_name,contact_no,landmark,u_name,user_contact_no,beat_number,sub_beat,full_beat
135,72697,Shri kalleswara mart,2,Supermarket,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/JLA10896995-Shri kalleswara mart20240720_11091pnak.jpeg,14.4439317,75.9163319,Vidyanagar nuthan college road Davanagere,577003,Davangere,Davanagere,K. Nagaraj,9964874125,Nuthan college road,Unknown User,9632388953,1,E,1E
134,72691,Manjunath beeda stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/YUJ10550730-Manjunath beeda stall20240822_1139oip2l.jpeg,14.4614698,75.9256699,KB Badavni Shiddamma park main road Davanagere,577002,Davangere,Davanagere,Shashi shekar,9743242181,Government school,Unknown User,9632388953,1,N,1N
133,72616,Aahar cake of the day,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/LVE12675006-Aahar cake of the day20240823_1420lof98.jpeg,14.4440777,75.9171542,Vinyanagar main road coffee day Davanagere,577004,Davangere,Davanagere,Harish,6366039555,Coffee day,Unknown User,9632388953,1,E,1E
132,72609,Honnappa beeda stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/YFL39066937-Honnappa beeda stall20240828_16041290bg.jpeg,14.4543604,75.9358539,DCM layout township circle Davanagere,577004,Davangere,Davanagere,Honnappa,9805884611,Township,Unknown User,9632388953,1,I,1I
180,73275,MGS pravison store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/GTR69862392-MGS pravison store20240810_1254o4k98.jpeg,14.4837211,75.908569,Budal main road SM krishan nagar ring road Davanagere,577006,Davangere,Davanagere,Gafar sahab,9945655230,SM krishan nagar ring road,Unknown User,9632388953,1,U,1U
179,73261,Vinayak tea stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/EHT47927876-Vinayak tea stall20240806_115812e0ff.jpeg,14.4570667,75.9072231,Nijalingappa layout vishvash hospital Davanagere,577004,Davangere,Davanagere,Abhishek,7022894833,Vishvash hospital,Unknown User,9632388953,1,J,1J
178,73260,Sobhamma tea stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/OIY13315749-Sobhamma tea stall20240805_1522mi592.jpeg,14.4698167,75.9060933,Vinyak nagar ring road Davanagere,577006,Davangere,Davanagere,Sobhamma,9206431248,Ring road,Unknown User,9632388953,1,P,1P
177,73257,Om pravison store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/BMK74338966-Om pravison store20240802_164613dg2c.jpeg,14.4541003,75.9290973,Nittavalli KSRTC road Davanagere,577004,Davangere,Davanagere,Manjunath,9845362580,Bannimahakali temple,Unknown User,9632388953,1,K,1K
174,73145,SNR Pravejan store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ZPW91212044-SNR Pravejan store20240719_1407cbpe6.jpeg,14.4492876,75.9084148,Anjanay badavane BIET college road Davanagere,577004,Davangere,Davanagere,Rajesh,9448423737,Sri vasantha butter dosa hotel,Unknown User,9632388953,1,F,1F
172,73129,Chai coffee satla,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/TNU94493982-Chai coffee satla20240730_14071761n4.jpeg,14.4613999,75.9243057,Ktj Nagar Nittavalli main road Davanagere,577002,Davangere,Davanagere,Suresh,7829473282,Shivappa circle ,Unknown User,9632388953,1,N,1N
171,73127,Gufran beeda stal,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RRD38105550-Gufran beeda stal20240730_105514ah29.jpeg,14.4594608,75.9217891,Ktj Nagar 3rd main 6th cross Davanagere,577002,Davangere,Davanagere,Mustu,9632599786,Shivappa circle,Unknown User,9632388953,1,L,1L
170,73087,New malnadu Bekariy,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/DEW12345177-New malnadu Bekariy20240814_1429in4fc.jpeg,14.4438713,75.9283258,Saraswthi nagar Durgambika school Davanagere,577005,Davangere,Davanagere,Lokesh,9900391903,Durgambika school,Unknown User,9632388953,1,D,1D
169,73078,Noor ali tea stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/BHZ14696403-Noor ali tea stall20240810_12361a9m4g.jpeg,14.4827508,75.9078594,Budal road SM krishan nagar ring road Davanagere,577006,Davangere,Davanagere,Noor ali,9945118159,SM krishan nagar ring road,Unknown User,9632388953,1,U,1U
167,73068,New varsha Bekariy,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/HKE27139297-New varsha Bekariy20240802_174113dgck.jpeg,14.4516437,75.9290579,Nittavalli road Durgambika temple Davanagere,577004,Davangere,Davanagere,Prashant kumat,8088413146,Durgambika temple,Unknown User,9632388953,1,H,1H
165,73059,Annad general Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/LPY39149058-Annad general Store20240726_1133dfg1l.jpeg,14.466858,75.9108294,Vinobhanagar 2nd main 3rd cross Davanagere,577006,Davangere,Davanagere,Annad,9380217883,Maganubasappa school,Unknown User,9632388953,1,O,1O
164,73058,Shri vijaya Bekariy,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/QHH57283946-Shri vijaya Bekariy20240724_1405l757k.jpeg,14.4486427,75.9114148,MCC A block Mamajoint road Davanagere,577004,Davangere,Davanagere,Kashypbhatt,8147907398,Mamajoint hotel,Unknown User,9632388953,1,E,1E
162,73048,Hanumanth tea point,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/AZB17002261-Hanumanth tea point20240822_1356ka5me.jpeg,14.4632836,75.924368,KB Badavni Vinyak temple Davanagere,577002,Davangere,Davanagere,Hanumanth,6366192453,Vinyak temple,Unknown User,9632388953,1,N,1N
161,73047,Vasavi food carnar,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/BUF36168559-Vasavi food carnar20240822_1508194013.jpeg,14.4638704,75.9221091,KB Badavni jayadeva park Davanagere,577002,Davangere,Davanagere,Vikram,9844110285,Jayadeva park,Unknown User,9632388953,1,O,1O
160,73045,Nandini milk parlor&pravison store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ZZK76271847-Uma pravison store20240823_125514befn.jpeg,14.4436771,75.9054477,Vivekanand badvani bapuji polytechnic college Davanagere,577004,Davangere,Davanagere,Kuberappa,9738601289,Bapuji polytechnic college,Unknown User,9632388953,1,C,1C
159,73042,Kamalamma tea stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/QFJ68353733-Kamalamma tea stall20240824_1252p8gj2.jpeg,14.4629321,75.900719,SS B block ring road Sapthagiri school Davanagere,577004,Davangere,Davanagere,Kamalamma,9550236958,Sapthagiri school,Unknown User,9632388953,1,M,1M
215,73824,Sanjan tea stal,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/LVP12083347-Sanjan tea stal20240730_13417lihk.jpeg,14.4594864,75.9239414,Ktj Nagar Nittavalli main road Davanagere,577002,Davangere,Davanagere,Parameswar,7029342453,Shivappa circle,Unknown User,9632388953,1,L,1L
214,73818,Munna paan shap,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/AGV92730453-Munna paan shap20240727_1440higm9.jpeg,14.4727465,75.9159642,Dodapete market road BS Chanbasappa shop,577002,Davangere,Davanagere,Munna,9886523435,BS Chanbasappa shop,Unknown User,9632388953,1,S,1S
210,73746,Veerabhadreshwara Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/JPF43077067-veerendra kumar20240918_12571h1bg.jpeg,14.4541136,75.9377909,Nh4 Avragere,577514,Davangere,Davanagere,Veerendra kumar,9535955919,Nh4 Avragere,Sanjay kumar s,9964140461,1,I,1I
206,73666,Nandini tea stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/DRA56597452-Nandini tea stall20240821_13099d95.jpeg,14.464006,75.9326033,Shekrappa nagar bamboo bazar Davanagere,577003,Davangere,Davanagere,Nandini,8469588023,APMC market,Unknown User,9632388953,1,N,1N
202,73590,Sami tea conteen,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/TKS80850468-Sami tea conteen20240905_1656p2084.jpeg,14.4866636,75.8979081,Kondajji main yaragunti bus stop Davanagere,577004,Davangere,Davanagere,Samiulla,6360871787,Bus stop,Unknown User,9632388953,1,V,1V
198,73516,Ghwash tea stals,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SPB25683609-Ghwash tea stals20240727_1133dchje.jpeg,14.4758699,75.9240393,Ajadhnagar bethur main road Davanagere,577002,Davangere,Davanagere,Mubharkmubhark,9128319984,Bethur main road,Unknown User,9632388953,1,T,1T
197,73515,Basanna tea satl,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SVE40446128-Basanna tea satl20240805_1128bbp3l.jpeg,14.4687327,75.9032802,Vinyak nagar ring road Davanagere,577002,Davangere,Davanagere,Basanna,7353535533,BSNL office,Unknown User,9632388953,1,P,1P
196,73476,Razaaq tea stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/PDN39209845-Razaaq tea stall20240810_133312a1d1.jpeg,14.4844955,75.9079988,Budal main road SM krishan nagar ring road Davanagere,577006,Davangere,Davanagere,Razaaq,8884942750,Ring road,Unknown User,9632388953,1,V,1V
195,73462,More super market,2,Supermarket,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/GDJ58747908-More super market20240803_13107lomh.jpeg,14.4432324,75.9216276,Hadadi main road Sri m v college Davanagere,577004,Davangere,Davanagere,Harish,6362343555,Sri m v college,Unknown User,9632388953,1,D,1D
194,73459,More super market,2,Supermarket,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/IZQ84392208-More super market20240801_1452kj0l9.jpeg,14.4486832,75.9319316,Nittavalli SS hospital road Davanagere,577004,Davangere,Davanagere,Vireesh,8722836204,SS hospital road,Unknown User,9632388953,1,G,1G
193,73447,Iyengar Cake mane,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/PEB09664638-Iyengar Cake mane20240727_1039pgdd7.jpeg,14.4808056,75.904262,Dodapete market road Davanagere,577002,Davangere,Davanagere,Varuna,9845487458,Masjid,Unknown User,9632388953,1,P,1P
192,73436,Pandit chai stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ABY81014641-Pandit chai stall20240823_1619p333c.jpeg,14.44489,75.9176552,Vidya nagar main road Circle coffee day Davanagere,577004,Davangere,Davanagere,Jagadish,7996143065,Coffee day,Unknown User,9632388953,1,E,1E
191,73418,RK pravison store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/YNA33734815-RK pravison store20240829_12061mn2d.jpeg,14.4538714,75.9334405,DCM layout township circle Davanagere,577004,Davangere,Davanagere,Manjunath,9902757013,Township circle,Unknown User,9632388953,1,I,1I
185,73328,Ajjappa tea stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/UHL84843435-Ajjappa tea stall20240805_1418286m9.jpeg,14.4661255,75.9030012,Vinyak nagar ring road Chawodamm temple,577006,Davangere,Davanagere,Ajjappa,8147305817,Chawodamm temple,Unknown User,9632388953,1,M,1M
184,73325,Kotresh tea stal,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ULP77406748-Kotresh tea stal20240807_140311048j.jpeg,14.4406053,75.8992692,Shamanuru Anjaney temple Davanagere,577004,Davangere,Davanagere,Kotresh,7338120984,Anjaney temple,Unknown User,9632388953,1,C,1C
277,75157,Sri Guru kottureshwara Bakery & sweets,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/QRE51266686-IMG-20241217_110014g76g.jpeg,14.4726342,75.9235646,Ash Bhavi circle davanagere 577001,577001,Davangere,Davanagere,Vinay,9741914459,Ash Bhavi circle davanagere 577001,Sanjay kumar s,9964140461,1,Q,1Q
275,75138,Sri veerabhadreshwara provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/JRT32735287-IMG-20241217_155218897e.jpeg,14.4719577,75.9124308,1st amin 6th cross malli nagar davanagere 577002,577002,Davangere,Davanagere,Karabasappa,9901930814,1st amin 6th cross malli nagar davanagere 577002,Sanjay kumar s,9964140461,1,P,1P
273,75067,B M K PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/FKM10793799-IMG-20241220_1123100c99.jpeg,14.4734075,75.9201651,"#143/1A Izardar galli maharajpet near vittala temple 577001
",577001,Davangere,Davanagere,Vinayaka,7483458688,#143/1A Izardar galli maharajpet near vittala temple 577001,Sanjay kumar s,9964140461,1,R,1R
272,75065,SRI LINGESHWARA STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/TUK20803924-IMG-20241220_1144156fpd.jpeg,14.4710748,75.9211116,M G ROAD DAVANAGERE 577001,577004,Davangere,Davanagere,Udhay,9448736373,M G ROAD DAVANAGERE 577001,Sanjay kumar s,9964140461,1,R,1R
2483,168349,SRUSHTI PROVISION & FANCY STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/e8a8c742-5577-4945-a9f5-8b061473c38e,14.4442469,75.9283447,Saraswati nagar davanagere,577005,Davangere,Davanagere,Virupakshappa,9448618487,Saraswati nagar davanagere,Sanjay kumar s,9964140461,1,D,1D
2482,168330,QUALITY GENERAL STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/0a810443-6b46-4e94-8091-4ae81dd4e0dd,14.4474962,75.9115858,Anjaneya badavane davanagere,577005,Davangere,Davanagere,Prakash,9901861427,Anjaneya badavane davanagere,Sanjay kumar s,9964140461,1,E,1E
2481,168326,ANJANEYA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/42f4065f-1fd7-4c00-9ae2-a2500687d350,14.4470689,75.911525,Anjaneya badavane davanagere,577005,Davangere,Davanagere,Dinesh,8197191424,Anjaneya badavane davanagere,Sanjay kumar s,9964140461,1,E,1E
2480,168240,SRI NANDI PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/a5765b2b-516c-4a2e-aeb7-e3ea428bc51b,14.437274,75.9268525,Saraswati nagar davanagere,577005,Davangere,Davanagere,Chanabasappa,9972421110,Saraswati nagar davanagere,Sanjay kumar s,9964140461,1,B,1B
2479,168233,REPUBLIC PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/a1e4ccf8-61e5-486f-abd0-715e6a7e427d,14.4372305,75.9269541,Saraswati nagar davanagere,577005,Davangere,Davanagere,Nagaraj,9880841763,Saraswati nagar davanagere,Sanjay kumar s,9964140461,1,B,1B
2477,168200,RENUKA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/8451e1fc-f001-46f4-84a1-b0afdafdd568,14.4369037,75.9272344,Saraswati nagar davanagere,577005,Davangere,Davanagere,Nagaraj,9663030609,Saraswati nagar davanagere,Sanjay kumar s,9964140461,1,B,1B
2476,168141,VAISHNAVI PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/97a76945-60cf-4366-8aef-b17ed0681343,14.444687,75.9331116,Ramnagar davanagere,577005,Davangere,Davanagere,Vamdev,9535858162,Ramnagar davanagere,Sanjay kumar s,9964140461,1,D,1D
2475,168137,S M L PROVISION STORES,1,General Store,https://gtaprodstorage.blob.core.windows.net/outlet-photos/c2e89732-bd06-44b2-91c3-96936337acc1,14.4447378,75.9333685,Ramnagara davanagere,577001,Davangere,Davanagere,Mallesh,9741333782,Ramnagara davanagere,Sanjay kumar s,9964140461,1,G,1G
252,74516,Tea zone,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SWS30616378-Tea jun20240824_14592g58p.jpeg,14.4463587,75.9062037,Anjana Badavni 14th cross BIET road Davanagere,577006,Davangere,Davanagere,Prajwal,6360619679,BIET road ,Unknown User,9632388953,1,F,1F
249,74474,Tea point,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ZUR20222696-Tea point20240824_13519130f.jpeg,14.4563668,75.9081267,MCC B block HP petrol pump laksmi floor mill Davanagere,577005,Davangere,Davanagere,Mahesh,9786463259,Hp petrol pump,Unknown User,9632388953,1,J,1J
248,74433,HB traders,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/LOP48646246-HB traders20240727_1347l4h6h.jpeg,14.4759538,75.9233586,Chamrajpete camera bank road Davanagere,577002,Davangere,Davanagere,Abdhul gani,8105357955,Cancer bank,Unknown User,9632388953,1,T,1T
246,74377,Food mart ,2,Supermarket,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/EKB06391579-Food mart 20240824_1611d6cdl.jpeg,14.4513209,75.9124409,MCC B Black boys hostel road Davanagere,577005,Davangere,Davanagere,Manu,9886463531,Boys hostel road,Unknown User,9632388953,1,F,1F
240,74261,Chooco point,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/PJC39465011-Chooco point20240814_140767me7.jpeg,14.4416344,75.9277993,"Saraswati nagar durgambika school Davanagere
",577005,Davangere,Davanagere,Mohan rowa,9901719991,Durgambika school,Unknown User,9632388953,1,D,1D
239,74251,Shiva stores,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/GTO95782051-Shiva stores20240801_1151205e0.jpeg,14.4500093,75.9273695,Nittavalli Hkr circle shri shai garments,577004,Davangere,Davanagere,Shivandappa KT,9743936916,Shri shai ,Unknown User,9632388953,1,H,1H
228,74005,Amran tea stal,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/OTR04716615-Amran tea stal20240729_13352ho3a.jpeg,14.4591435,75.9240717,Ktj Nagar Nittavalli main road Davanagere,577002,Davangere,Davanagere,Amran,9545298115,Shivappa circle,Unknown User,9632388953,1,L,1L
217,73840,Anjaney Bekariy,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/BMT14230885-Anjaney Bekariy20240807_12094nkk4.jpeg,14.440243,75.8993145,Shamanuru Anjaney temple Davanagere,577004,Davangere,Davanagere,Kirshna,8494805576,Anjaney temple,Unknown User,9632388953,1,C,1C
310,76434,Pavan provision store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/AXI93121366-IMG-20241026_151319bf3d.jpeg,14.4739747,75.9149311,Kodajji rd davanagere,577002,Davangere,Davanagere,Revanna,9901471600,Kodajji rd davanagere,Sanjay kumar s,9964140461,1,S,1S
303,76104,Shutter shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ICX21222827-IMG-20241114_1544124l5c.jpeg,14.4543602,75.9325455,Dcm davanagere,577004,Davangere,Davanagere,Nataraj,9743684726,Dcm davanagere,Sanjay kumar s,9964140461,1,I,1I
299,76000,SRINIVAS PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RWI27792758-IMG-20241119_1457194bg6.jpeg,14.4703205,75.9176983,Davanagere,577001,Davangere,Davanagere,Srinivas,9964327996,Davanagere,Sanjay kumar s,9964140461,1,O,1O
289,75815,ATHARAV FOOD MARKET,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SVE39608810-IMG-20241126_1515144bli.jpeg,14.460279,75.9068689,Davanagere,577001,Davangere,Davanagere,Santhosh,7795266656,Davanagere,Sanjay kumar s,9964140461,1,M,1M
286,75798,R K R GROUP,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XRP46209251-IMG-20241127_1314129l6i.jpeg,14.4493913,75.9084537,Davanagere,577001,Davangere,Davanagere,Vijay,8792106160,Davanagere,Sanjay kumar s,9964140461,1,F,1F
